No;Time;DC/AC;Value;Unit;Auto
1668;4:51:36;;23.28;k*;AUTO
1669;4:51:51;;23.26;k*;AUTO
1670;4:52:06;;23.25;k*;AUTO
1671;4:52:21;;23.27;k*;AUTO
1672;4:52:36;;23.27;k*;AUTO
1673;4:52:51;;23.28;k*;AUTO
1674;4:53:06;;23.28;k*;AUTO
1675;4:53:21;;23.28;k*;AUTO
1676;4:53:36;;23.27;k*;AUTO
1677;4:53:51;;23.27;k*;AUTO
1678;4:54:06;;23.28;k*;AUTO
1679;4:54:21;;23.28;k*;AUTO
1680;4:54:36;;23.28;k*;AUTO
1681;4:54:51;;23.29;k*;AUTO
1682;4:55:06;;23.30;k*;AUTO
1683;4:55:21;;23.32;k*;AUTO
1684;4:55:36;;23.34;k*;AUTO
1685;4:55:51;;23.37;k*;AUTO
1686;4:56:06;;23.40;k*;AUTO
1687;4:56:21;;23.41;k*;AUTO
1688;4:56:36;;23.41;k*;AUTO
1689;4:56:51;;23.40;k*;AUTO
1690;4:57:06;;23.39;k*;AUTO
1691;4:57:21;;23.36;k*;AUTO
1692;4:57:36;;23.33;k*;AUTO
1693;4:57:51;;23.33;k*;AUTO
1694;4:58:06;;23.33;k*;AUTO
1695;4:58:21;;23.35;k*;AUTO
1696;4:58:36;;23.40;k*;AUTO
1697;4:58:51;;23.43;k*;AUTO
1698;4:59:06;;23.46;k*;AUTO
1699;4:59:21;;23.47;k*;AUTO
1700;4:59:36;;23.47;k*;AUTO
1701;4:59:51;;23.48;k*;AUTO
1702;5:00:06;;23.49;k*;AUTO
1703;5:00:21;;23.51;k*;AUTO
1704;5:00:36;;23.52;k*;AUTO
1705;5:00:51;;23.54;k*;AUTO
1706;5:01:06;;23.54;k*;AUTO
1707;5:01:21;;23.54;k*;AUTO
1708;5:01:36;;23.54;k*;AUTO
1709;5:01:51;;23.53;k*;AUTO
1710;5:02:06;;23.53;k*;AUTO
1711;5:02:21;;23.51;k*;AUTO
1712;5:02:36;;23.48;k*;AUTO
1713;5:02:51;;23.45;k*;AUTO
1714;5:03:06;;23.45;k*;AUTO
1715;5:03:21;;23.45;k*;AUTO
1716;5:03:36;;23.46;k*;AUTO
1717;5:03:51;;23.47;k*;AUTO
1718;5:04:06;;23.48;k*;AUTO
1719;5:04:21;;23.48;k*;AUTO
1720;5:04:36;;23.48;k*;AUTO
1721;5:04:51;;23.49;k*;AUTO
1722;5:05:06;;23.50;k*;AUTO
1723;5:05:21;;23.53;k*;AUTO
1724;5:05:36;;23.55;k*;AUTO
1725;5:05:51;;23.57;k*;AUTO
1726;5:06:06;;23.58;k*;AUTO
1727;5:06:21;;23.58;k*;AUTO
1728;5:06:36;;23.58;k*;AUTO
1729;5:06:51;;23.59;k*;AUTO
1730;5:07:06;;23.59;k*;AUTO
1731;5:07:21;;23.59;k*;AUTO
1732;5:07:36;;23.60;k*;AUTO
1733;5:07:51;;23.62;k*;AUTO
1734;5:08:06;;23.66;k*;AUTO
1735;5:08:21;;23.69;k*;AUTO
1736;5:08:36;;23.73;k*;AUTO
1737;5:08:51;;23.76;k*;AUTO
1738;5:09:06;;23.78;k*;AUTO
1739;5:09:21;;23.78;k*;AUTO
1740;5:09:36;;23.77;k*;AUTO
1741;5:09:51;;23.74;k*;AUTO
1742;5:10:06;;23.72;k*;AUTO
1743;5:10:21;;23.71;k*;AUTO
1744;5:10:36;;23.70;k*;AUTO
1745;5:10:51;;23.71;k*;AUTO
1746;5:11:06;;23.72;k*;AUTO
1747;5:11:21;;23.72;k*;AUTO
1748;5:11:36;;23.73;k*;AUTO
1749;5:11:51;;23.75;k*;AUTO
1750;5:12:06;;23.75;k*;AUTO
1751;5:12:21;;23.78;k*;AUTO
1752;5:12:36;;23.80;k*;AUTO
1753;5:12:51;;23.82;k*;AUTO
1754;5:13:06;;23.83;k*;AUTO
1755;5:13:21;;23.83;k*;AUTO
1756;5:13:36;;23.83;k*;AUTO
1757;5:13:51;;23.83;k*;AUTO
1758;5:14:06;;23.83;k*;AUTO
1759;5:14:21;;23.84;k*;AUTO
1760;5:14:36;;23.82;k*;AUTO
1761;5:14:51;;23.78;k*;AUTO
1762;5:15:06;;23.74;k*;AUTO
1763;5:15:21;;23.70;k*;AUTO
1764;5:15:36;;23.67;k*;AUTO
1765;5:15:51;;23.66;k*;AUTO
1766;5:16:06;;23.65;k*;AUTO
1767;5:16:21;;23.67;k*;AUTO
1768;5:16:36;;23.68;k*;AUTO
1769;5:16:51;;23.69;k*;AUTO
1770;5:17:06;;23.69;k*;AUTO
1771;5:17:21;;23.69;k*;AUTO
1772;5:17:36;;23.70;k*;AUTO
1773;5:17:51;;23.73;k*;AUTO
1774;5:18:06;;23.75;k*;AUTO
1775;5:18:21;;23.77;k*;AUTO
1776;5:18:36;;23.79;k*;AUTO
1777;5:18:51;;23.80;k*;AUTO
1778;5:19:06;;23.80;k*;AUTO
1779;5:19:21;;23.81;k*;AUTO
1780;5:19:36;;23.82;k*;AUTO
1781;5:19:51;;23.81;k*;AUTO
1782;5:20:06;;23.81;k*;AUTO
1783;5:20:21;;23.81;k*;AUTO
1784;5:20:36;;23.81;k*;AUTO
1785;5:20:51;;23.80;k*;AUTO
1786;5:21:06;;23.79;k*;AUTO
1787;5:21:21;;23.80;k*;AUTO
1788;5:21:36;;23.81;k*;AUTO
1789;5:21:51;;23.83;k*;AUTO
1790;5:22:06;;23.85;k*;AUTO
1791;5:22:21;;23.88;k*;AUTO
1792;5:22:36;;23.90;k*;AUTO
1793;5:22:51;;23.93;k*;AUTO
1794;5:23:06;;23.93;k*;AUTO
1795;5:23:21;;23.92;k*;AUTO
1796;5:23:36;;23.90;k*;AUTO
1797;5:23:51;;23.87;k*;AUTO
1798;5:24:06;;23.86;k*;AUTO
1799;5:24:21;;23.85;k*;AUTO
1800;5:24:36;;23.85;k*;AUTO
1801;5:24:51;;23.85;k*;AUTO
1802;5:25:06;;23.82;k*;AUTO
1803;5:25:21;;23.79;k*;AUTO
1804;5:25:36;;23.77;k*;AUTO
1805;5:25:51;;23.75;k*;AUTO
1806;5:26:06;;23.75;k*;AUTO
1807;5:26:21;;23.77;k*;AUTO
1808;5:26:36;;23.81;k*;AUTO
1809;5:26:51;;23.87;k*;AUTO
1810;5:27:06;;23.93;k*;AUTO
1811;5:27:21;;23.98;k*;AUTO
1812;5:27:36;;24.03;k*;AUTO
1813;5:27:51;;24.04;k*;AUTO
1814;5:28:06;;24.03;k*;AUTO
1815;5:28:21;;23.99;k*;AUTO
1816;5:28:36;;23.95;k*;AUTO
1817;5:28:51;;23.93;k*;AUTO
1818;5:29:06;;23.91;k*;AUTO
1819;5:29:21;;23.91;k*;AUTO
1820;5:29:36;;23.93;k*;AUTO
1821;5:29:51;;23.96;k*;AUTO
1822;5:30:06;;23.99;k*;AUTO
1823;5:30:21;;24.03;k*;AUTO
1824;5:30:36;;24.05;k*;AUTO
1825;5:30:51;;24.06;k*;AUTO
1826;5:31:06;;24.08;k*;AUTO
1827;5:31:21;;24.08;k*;AUTO
1828;5:31:36;;24.10;k*;AUTO
1829;5:31:51;;24.11;k*;AUTO
1830;5:32:06;;24.12;k*;AUTO
1831;5:32:21;;24.12;k*;AUTO
1832;5:32:36;;24.13;k*;AUTO
1833;5:32:51;;24.15;k*;AUTO
1834;5:33:06;;24.16;k*;AUTO
1835;5:33:21;;24.17;k*;AUTO
1836;5:33:36;;24.18;k*;AUTO
1837;5:33:51;;24.19;k*;AUTO
1838;5:34:06;;24.17;k*;AUTO
1839;5:34:21;;24.16;k*;AUTO
1840;5:34:36;;24.15;k*;AUTO
1841;5:34:51;;24.15;k*;AUTO
1842;5:35:06;;24.16;k*;AUTO
1843;5:35:21;;24.16;k*;AUTO
1844;5:35:36;;24.14;k*;AUTO
1845;5:35:51;;24.11;k*;AUTO
1846;5:36:06;;24.09;k*;AUTO
1847;5:36:21;;24.06;k*;AUTO
1848;5:36:36;;24.02;k*;AUTO
1849;5:36:51;;23.99;k*;AUTO
1850;5:37:06;;23.95;k*;AUTO
1851;5:37:21;;23.93;k*;AUTO
1852;5:37:36;;23.91;k*;AUTO
1853;5:37:51;;23.90;k*;AUTO
1854;5:38:06;;23.89;k*;AUTO
1855;5:38:21;;23.90;k*;AUTO
1856;5:38:36;;23.90;k*;AUTO
1857;5:38:51;;23.91;k*;AUTO
1858;5:39:06;;23.93;k*;AUTO
1859;5:39:21;;23.95;k*;AUTO
1860;5:39:36;;23.97;k*;AUTO
1861;5:39:51;;23.97;k*;AUTO
1862;5:40:06;;23.99;k*;AUTO
1863;5:40:21;;24.01;k*;AUTO
1864;5:40:36;;24.04;k*;AUTO
1865;5:40:51;;24.07;k*;AUTO
1866;5:41:06;;24.10;k*;AUTO
1867;5:41:21;;24.12;k*;AUTO
1868;5:41:36;;24.15;k*;AUTO
1869;5:41:51;;24.16;k*;AUTO
1870;5:42:06;;24.17;k*;AUTO
1871;5:42:21;;24.16;k*;AUTO
1872;5:42:36;;24.15;k*;AUTO
1873;5:42:51;;24.13;k*;AUTO
1874;5:43:06;;24.11;k*;AUTO
1875;5:43:21;;24.08;k*;AUTO
1876;5:43:36;;24.05;k*;AUTO
1877;5:43:51;;24.02;k*;AUTO
1878;5:44:06;;24.01;k*;AUTO
1879;5:44:21;;24.01;k*;AUTO
1880;5:44:36;;24.02;k*;AUTO
1881;5:44:51;;24.05;k*;AUTO
1882;5:45:06;;24.08;k*;AUTO
1883;5:45:21;;24.12;k*;AUTO
1884;5:45:36;;24.15;k*;AUTO
1885;5:45:51;;24.18;k*;AUTO
1886;5:46:06;;24.21;k*;AUTO
1887;5:46:21;;24.22;k*;AUTO
1888;5:46:36;;24.21;k*;AUTO
1889;5:46:51;;24.19;k*;AUTO
1890;5:47:06;;24.16;k*;AUTO
1891;5:47:21;;24.12;k*;AUTO
1892;5:47:36;;24.07;k*;AUTO
1893;5:47:51;;24.02;k*;AUTO
1894;5:48:06;;23.99;k*;AUTO
1895;5:48:21;;23.97;k*;AUTO
1896;5:48:36;;23.97;k*;AUTO
1897;5:48:51;;24.00;k*;AUTO
1898;5:49:06;;24.02;k*;AUTO
1899;5:49:21;;24.03;k*;AUTO
1900;5:49:36;;24.03;k*;AUTO
1901;5:49:51;;24.03;k*;AUTO
1902;5:50:06;;24.02;k*;AUTO
1903;5:50:21;;24.01;k*;AUTO
1904;5:50:36;;23.98;k*;AUTO
1905;5:50:51;;23.94;k*;AUTO
1906;5:51:06;;23.92;k*;AUTO
1907;5:51:21;;23.91;k*;AUTO
1908;5:51:36;;23.93;k*;AUTO
1909;5:51:51;;23.97;k*;AUTO
1910;5:52:06;;24.02;k*;AUTO
1911;5:52:21;;24.07;k*;AUTO
1912;5:52:36;;24.11;k*;AUTO
1913;5:52:51;;24.13;k*;AUTO
1914;5:53:06;;24.13;k*;AUTO
1915;5:53:21;;24.12;k*;AUTO
1916;5:53:36;;24.10;k*;AUTO
1917;5:53:51;;24.09;k*;AUTO
1918;5:54:06;;24.09;k*;AUTO
1919;5:54:21;;24.09;k*;AUTO
1920;5:54:36;;24.08;k*;AUTO
1921;5:54:51;;24.08;k*;AUTO
1922;5:55:06;;24.10;k*;AUTO
1923;5:55:21;;24.12;k*;AUTO
1924;5:55:36;;24.15;k*;AUTO
1925;5:55:51;;24.16;k*;AUTO
1926;5:56:06;;24.19;k*;AUTO
1927;5:56:21;;24.21;k*;AUTO
1928;5:56:36;;24.24;k*;AUTO
1929;5:56:51;;24.28;k*;AUTO
1930;5:57:06;;24.31;k*;AUTO
1931;5:57:21;;24.34;k*;AUTO
1932;5:57:36;;24.34;k*;AUTO
1933;5:57:51;;24.33;k*;AUTO
1934;5:58:06;;24.31;k*;AUTO
1935;5:58:21;;24.28;k*;AUTO
1936;5:58:36;;24.25;k*;AUTO
1937;5:58:51;;24.21;k*;AUTO
1938;5:59:06;;24.17;k*;AUTO
1939;5:59:21;;24.15;k*;AUTO
1940;5:59:36;;24.14;k*;AUTO
1941;5:59:51;;24.13;k*;AUTO
1942;6:00:06;;24.16;k*;AUTO
1943;6:00:21;;24.17;k*;AUTO
1944;6:00:36;;24.20;k*;AUTO
1945;6:00:51;;24.25;k*;AUTO
1946;6:01:06;;24.29;k*;AUTO
1947;6:01:21;;24.34;k*;AUTO
1948;6:01:36;;24.37;k*;AUTO
1949;6:01:51;;24.40;k*;AUTO
1950;6:02:06;;24.42;k*;AUTO
1951;6:02:21;;24.44;k*;AUTO
1952;6:02:36;;24.44;k*;AUTO
1953;6:02:51;;24.43;k*;AUTO
1954;6:03:06;;24.42;k*;AUTO
1955;6:03:21;;24.41;k*;AUTO
1956;6:03:36;;24.41;k*;AUTO
1957;6:03:51;;24.40;k*;AUTO
1958;6:04:06;;24.40;k*;AUTO
1959;6:04:21;;24.40;k*;AUTO
1960;6:04:36;;24.40;k*;AUTO
1961;6:04:51;;24.40;k*;AUTO
1962;6:05:06;;24.39;k*;AUTO
1963;6:05:21;;24.39;k*;AUTO
1964;6:05:36;;24.38;k*;AUTO
1965;6:05:51;;24.38;k*;AUTO
1966;6:06:06;;24.39;k*;AUTO
1967;6:06:21;;24.40;k*;AUTO
1968;6:06:36;;24.41;k*;AUTO
1969;6:06:51;;24.42;k*;AUTO
1970;6:07:06;;24.43;k*;AUTO
1971;6:07:21;;24.45;k*;AUTO
1972;6:07:36;;24.45;k*;AUTO
1973;6:07:51;;24.45;k*;AUTO
1974;6:08:06;;24.42;k*;AUTO
1975;6:08:21;;24.40;k*;AUTO
1976;6:08:36;;24.38;k*;AUTO
1977;6:08:51;;24.37;k*;AUTO
1978;6:09:06;;24.36;k*;AUTO
1979;6:09:21;;24.33;k*;AUTO
1980;6:09:36;;24.32;k*;AUTO
1981;6:09:51;;24.31;k*;AUTO
1982;6:10:06;;24.30;k*;AUTO
1983;6:10:21;;24.27;k*;AUTO
1984;6:10:36;;24.26;k*;AUTO
1985;6:10:51;;24.26;k*;AUTO
1986;6:11:06;;24.27;k*;AUTO
1987;6:11:21;;24.31;k*;AUTO
1988;6:11:36;;24.35;k*;AUTO
1989;6:11:51;;24.38;k*;AUTO
1990;6:12:06;;24.40;k*;AUTO
1991;6:12:21;;24.42;k*;AUTO
1992;6:12:36;;24.43;k*;AUTO
1993;6:12:51;;24.43;k*;AUTO
1994;6:13:06;;24.43;k*;AUTO
1995;6:13:21;;24.43;k*;AUTO
1996;6:13:36;;24.44;k*;AUTO
1997;6:13:51;;24.46;k*;AUTO
1998;6:14:06;;24.51;k*;AUTO
1999;6:14:21;;24.55;k*;AUTO
2000;6:14:36;;24.58;k*;AUTO
2001;6:14:51;;24.60;k*;AUTO
2002;6:15:06;;24.62;k*;AUTO
2003;6:15:21;;24.64;k*;AUTO
2004;6:15:36;;24.66;k*;AUTO
2005;6:15:51;;24.69;k*;AUTO
2006;6:16:06;;24.72;k*;AUTO
2007;6:16:21;;24.74;k*;AUTO
2008;6:16:36;;24.73;k*;AUTO
2009;6:16:51;;24.73;k*;AUTO
2010;6:17:06;;24.70;k*;AUTO
2011;6:17:21;;24.69;k*;AUTO
2012;6:17:36;;24.66;k*;AUTO
2013;6:17:51;;24.62;k*;AUTO
2014;6:18:06;;24.58;k*;AUTO
2015;6:18:21;;24.54;k*;AUTO
2016;6:18:36;;24.52;k*;AUTO
2017;6:18:51;;24.53;k*;AUTO
2018;6:19:06;;24.54;k*;AUTO
2019;6:19:21;;24.55;k*;AUTO
2020;6:19:36;;24.54;k*;AUTO
2021;6:19:51;;24.53;k*;AUTO
2022;6:20:06;;24.53;k*;AUTO
2023;6:20:21;;24.53;k*;AUTO
2024;6:20:36;;24.54;k*;AUTO
2025;6:20:51;;24.53;k*;AUTO
2026;6:21:06;;24.55;k*;AUTO
2027;6:21:21;;24.55;k*;AUTO
2028;6:21:36;;24.54;k*;AUTO
2029;6:21:51;;24.54;k*;AUTO
2030;6:22:06;;24.54;k*;AUTO
2031;6:22:21;;24.55;k*;AUTO
2032;6:22:36;;24.57;k*;AUTO
2033;6:22:51;;24.59;k*;AUTO
2034;6:23:06;;24.62;k*;AUTO
2035;6:23:21;;24.64;k*;AUTO
2036;6:23:36;;24.65;k*;AUTO
2037;6:23:51;;24.65;k*;AUTO
2038;6:24:06;;24.64;k*;AUTO
2039;6:24:21;;24.62;k*;AUTO
2040;6:24:36;;24.62;k*;AUTO
2041;6:24:51;;24.63;k*;AUTO
2042;6:25:06;;24.65;k*;AUTO
2043;6:25:21;;24.68;k*;AUTO
2044;6:25:36;;24.70;k*;AUTO
2045;6:25:51;;24.73;k*;AUTO
2046;6:26:06;;24.74;k*;AUTO
2047;6:26:21;;24.74;k*;AUTO
2048;6:26:36;;24.73;k*;AUTO
2049;6:26:51;;24.72;k*;AUTO
2050;6:27:06;;24.71;k*;AUTO
2051;6:27:21;;24.70;k*;AUTO
2052;6:27:36;;24.70;k*;AUTO
2053;6:27:51;;24.70;k*;AUTO
2054;6:28:06;;24.71;k*;AUTO
2055;6:28:21;;24.73;k*;AUTO
2056;6:28:36;;24.76;k*;AUTO
2057;6:28:51;;24.79;k*;AUTO
2058;6:29:06;;24.83;k*;AUTO
2059;6:29:21;;24.86;k*;AUTO
2060;6:29:36;;24.88;k*;AUTO
2061;6:29:51;;24.90;k*;AUTO
2062;6:30:06;;24.91;k*;AUTO
2063;6:30:21;;24.91;k*;AUTO
2064;6:30:36;;24.91;k*;AUTO
2065;6:30:51;;24.91;k*;AUTO
2066;6:31:06;;24.91;k*;AUTO
2067;6:31:21;;24.91;k*;AUTO
2068;6:31:36;;24.90;k*;AUTO
2069;6:31:51;;24.90;k*;AUTO
2070;6:32:06;;24.89;k*;AUTO
2071;6:32:21;;24.87;k*;AUTO
2072;6:32:36;;24.85;k*;AUTO
2073;6:32:51;;24.83;k*;AUTO
2074;6:33:06;;24.80;k*;AUTO
2075;6:33:21;;24.78;k*;AUTO
2076;6:33:36;;24.75;k*;AUTO
2077;6:33:51;;24.75;k*;AUTO
2078;6:34:06;;24.74;k*;AUTO
2079;6:34:21;;24.75;k*;AUTO
2080;6:34:36;;24.77;k*;AUTO
2081;6:34:51;;24.79;k*;AUTO
2082;6:35:06;;24.81;k*;AUTO
2083;6:35:21;;24.83;k*;AUTO
2084;6:35:36;;24.83;k*;AUTO
2085;6:35:51;;24.83;k*;AUTO
2086;6:36:06;;24.83;k*;AUTO
2087;6:36:21;;24.80;k*;AUTO
2088;6:36:36;;24.79;k*;AUTO
2089;6:36:51;;24.78;k*;AUTO
2090;6:37:06;;24.78;k*;AUTO
2091;6:37:21;;24.78;k*;AUTO
2092;6:37:36;;24.78;k*;AUTO
2093;6:37:51;;24.76;k*;AUTO
2094;6:38:06;;24.75;k*;AUTO
2095;6:38:21;;24.74;k*;AUTO
2096;6:38:36;;24.74;k*;AUTO
2097;6:38:51;;24.74;k*;AUTO
2098;6:39:06;;24.73;k*;AUTO
2099;6:39:21;;24.72;k*;AUTO
2100;6:39:36;;24.72;k*;AUTO
2101;6:39:51;;24.73;k*;AUTO
2102;6:40:06;;24.72;k*;AUTO
2103;6:40:21;;24.71;k*;AUTO
2104;6:40:36;;24.69;k*;AUTO
2105;6:40:51;;24.66;k*;AUTO
2106;6:41:06;;24.66;k*;AUTO
2107;6:41:21;;24.67;k*;AUTO
2108;6:41:36;;24.71;k*;AUTO
2109;6:41:51;;24.75;k*;AUTO
2110;6:42:06;;24.78;k*;AUTO
2111;6:42:21;;24.79;k*;AUTO
2112;6:42:36;;24.82;k*;AUTO
2113;6:42:51;;24.83;k*;AUTO
2114;6:43:06;;24.86;k*;AUTO
2115;6:43:21;;24.87;k*;AUTO
2116;6:43:36;;24.88;k*;AUTO
2117;6:43:51;;24.90;k*;AUTO
2118;6:44:06;;24.93;k*;AUTO
2119;6:44:21;;24.96;k*;AUTO
2120;6:44:36;;24.99;k*;AUTO
2121;6:44:51;;25.01;k*;AUTO
2122;6:45:06;;25.01;k*;AUTO
2123;6:45:21;;25.01;k*;AUTO
2124;6:45:36;;25.00;k*;AUTO
2125;6:45:51;;25.00;k*;AUTO
2126;6:46:06;;24.99;k*;AUTO
2127;6:46:21;;24.96;k*;AUTO
2128;6:46:36;;24.94;k*;AUTO
2129;6:46:51;;24.92;k*;AUTO
2130;6:47:06;;24.92;k*;AUTO
2131;6:47:21;;24.92;k*;AUTO
2132;6:47:36;;24.92;k*;AUTO
2133;6:47:51;;24.91;k*;AUTO
2134;6:48:06;;24.89;k*;AUTO
2135;6:48:21;;24.87;k*;AUTO
2136;6:48:36;;24.84;k*;AUTO
2137;6:48:51;;24.82;k*;AUTO
2138;6:49:06;;24.80;k*;AUTO
2139;6:49:21;;24.80;k*;AUTO
2140;6:49:36;;24.80;k*;AUTO
2141;6:49:51;;24.79;k*;AUTO
2142;6:50:06;;24.79;k*;AUTO
2143;6:50:21;;24.79;k*;AUTO
2144;6:50:36;;24.79;k*;AUTO
2145;6:50:51;;24.80;k*;AUTO
2146;6:51:06;;24.80;k*;AUTO
2147;6:51:21;;24.81;k*;AUTO
2148;6:51:36;;24.80;k*;AUTO
2149;6:51:51;;24.81;k*;AUTO
2150;6:52:06;;24.81;k*;AUTO
2151;6:52:21;;24.81;k*;AUTO
2152;6:52:36;;24.80;k*;AUTO
2153;6:52:51;;24.79;k*;AUTO
2154;6:53:06;;24.75;k*;AUTO
2155;6:53:21;;24.72;k*;AUTO
2156;6:53:36;;24.70;k*;AUTO
2157;6:53:51;;24.68;k*;AUTO
2158;6:54:06;;24.69;k*;AUTO
2159;6:54:21;;24.70;k*;AUTO
2160;6:54:36;;24.71;k*;AUTO
2161;6:54:51;;24.71;k*;AUTO
2162;6:55:06;;24.70;k*;AUTO
2163;6:55:21;;24.70;k*;AUTO
2164;6:55:36;;24.70;k*;AUTO
2165;6:55:51;;24.73;k*;AUTO
2166;6:56:06;;24.76;k*;AUTO
2167;6:56:21;;24.77;k*;AUTO
2168;6:56:36;;24.78;k*;AUTO
2169;6:56:51;;24.77;k*;AUTO
2170;6:57:06;;24.73;k*;AUTO
2171;6:57:21;;24.69;k*;AUTO
2172;6:57:36;;24.67;k*;AUTO
2173;6:57:51;;24.67;k*;AUTO
2174;6:58:06;;24.69;k*;AUTO
2175;6:58:21;;24.70;k*;AUTO
2176;6:58:36;;24.73;k*;AUTO
2177;6:58:51;;24.75;k*;AUTO
2178;6:59:06;;24.78;k*;AUTO
2179;6:59:21;;24.82;k*;AUTO
2180;6:59:36;;24.84;k*;AUTO
2181;6:59:51;;24.86;k*;AUTO
2182;7:00:06;;24.87;k*;AUTO
2183;7:00:21;;24.89;k*;AUTO
2184;7:00:36;;24.92;k*;AUTO
2185;7:00:51;;24.97;k*;AUTO
2186;7:01:06;;25.02;k*;AUTO
2187;7:01:21;;25.08;k*;AUTO
2188;7:01:36;;25.13;k*;AUTO
2189;7:01:51;;25.19;k*;AUTO
2190;7:02:06;;25.25;k*;AUTO
2191;7:02:21;;25.28;k*;AUTO
2192;7:02:36;;25.31;k*;AUTO
2193;7:02:51;;25.32;k*;AUTO
2194;7:03:06;;25.34;k*;AUTO
2195;7:03:21;;25.34;k*;AUTO
2196;7:03:36;;25.34;k*;AUTO
2197;7:03:51;;25.32;k*;AUTO
2198;7:04:06;;25.33;k*;AUTO
2199;7:04:21;;25.32;k*;AUTO
2200;7:04:36;;25.32;k*;AUTO
2201;7:04:51;;25.33;k*;AUTO
2202;7:05:06;;25.35;k*;AUTO
2203;7:05:21;;25.34;k*;AUTO
2204;7:05:36;;25.35;k*;AUTO
2205;7:05:51;;25.35;k*;AUTO
2206;7:06:06;;25.38;k*;AUTO
2207;7:06:21;;25.42;k*;AUTO
2208;7:06:36;;25.45;k*;AUTO
2209;7:06:51;;25.49;k*;AUTO
2210;7:07:06;;25.51;k*;AUTO
2211;7:07:21;;25.51;k*;AUTO
2212;7:07:36;;25.52;k*;AUTO
2213;7:07:51;;25.54;k*;AUTO
2214;7:08:06;;25.54;k*;AUTO
2215;7:08:21;;25.57;k*;AUTO
2216;7:08:36;;25.59;k*;AUTO
2217;7:08:51;;25.58;k*;AUTO
2218;7:09:06;;25.57;k*;AUTO
2219;7:09:21;;25.54;k*;AUTO
2220;7:09:36;;25.49;k*;AUTO
2221;7:09:51;;25.42;k*;AUTO
2222;7:10:06;;25.37;k*;AUTO
2223;7:10:21;;25.30;k*;AUTO
2224;7:10:36;;25.25;k*;AUTO
2225;7:10:51;;25.22;k*;AUTO
2226;7:11:06;;25.20;k*;AUTO
2227;7:11:21;;25.20;k*;AUTO
2228;7:11:36;;25.21;k*;AUTO
2229;7:11:51;;25.22;k*;AUTO
2230;7:12:06;;25.23;k*;AUTO
2231;7:12:21;;25.24;k*;AUTO
2232;7:12:36;;25.25;k*;AUTO
2233;7:12:51;;25.26;k*;AUTO
2234;7:13:06;;25.26;k*;AUTO
2235;7:13:21;;25.25;k*;AUTO
2236;7:13:36;;25.25;k*;AUTO
2237;7:13:51;;25.26;k*;AUTO
2238;7:14:06;;25.29;k*;AUTO
2239;7:14:21;;25.33;k*;AUTO
2240;7:14:36;;25.38;k*;AUTO
2241;7:14:51;;25.41;k*;AUTO
2242;7:15:06;;25.44;k*;AUTO
2243;7:15:21;;25.45;k*;AUTO
2244;7:15:36;;25.46;k*;AUTO
2245;7:15:51;;25.47;k*;AUTO
2246;7:16:06;;25.47;k*;AUTO
2247;7:16:21;;25.49;k*;AUTO
2248;7:16:36;;25.49;k*;AUTO
2249;7:16:51;;25.49;k*;AUTO
2250;7:17:06;;25.48;k*;AUTO
2251;7:17:21;;25.44;k*;AUTO
2252;7:17:36;;25.40;k*;AUTO
2253;7:17:51;;25.34;k*;AUTO
2254;7:18:06;;25.27;k*;AUTO
2255;7:18:21;;25.21;k*;AUTO
2256;7:18:36;;25.17;k*;AUTO
2257;7:18:51;;25.13;k*;AUTO
2258;7:19:06;;25.12;k*;AUTO
2259;7:19:21;;25.13;k*;AUTO
2260;7:19:36;;25.14;k*;AUTO
2261;7:19:51;;25.18;k*;AUTO
2262;7:20:06;;25.21;k*;AUTO
2263;7:20:21;;25.26;k*;AUTO
2264;7:20:36;;25.31;k*;AUTO
2265;7:20:51;;25.34;k*;AUTO
2266;7:21:06;;25.36;k*;AUTO
2267;7:21:21;;25.39;k*;AUTO
2268;7:21:36;;25.41;k*;AUTO
2269;7:21:51;;25.41;k*;AUTO
2270;7:22:06;;25.41;k*;AUTO
2271;7:22:21;;25.40;k*;AUTO
2272;7:22:36;;25.36;k*;AUTO
2273;7:22:51;;25.31;k*;AUTO
2274;7:23:06;;25.27;k*;AUTO
2275;7:23:21;;25.24;k*;AUTO
2276;7:23:36;;25.23;k*;AUTO
2277;7:23:51;;25.21;k*;AUTO
2278;7:24:06;;25.19;k*;AUTO
2279;7:24:21;;25.19;k*;AUTO
2280;7:24:36;;25.20;k*;AUTO
2281;7:24:51;;25.22;k*;AUTO
2282;7:25:06;;25.26;k*;AUTO
2283;7:25:21;;25.29;k*;AUTO
2284;7:25:36;;25.32;k*;AUTO
2285;7:25:51;;25.36;k*;AUTO
2286;7:26:06;;25.40;k*;AUTO
2287;7:26:21;;25.43;k*;AUTO
2288;7:26:36;;25.46;k*;AUTO
2289;7:26:51;;25.49;k*;AUTO
2290;7:27:06;;25.50;k*;AUTO
2291;7:27:21;;25.49;k*;AUTO
2292;7:27:36;;25.48;k*;AUTO
2293;7:27:51;;25.49;k*;AUTO
2294;7:28:06;;25.49;k*;AUTO
2295;7:28:21;;25.49;k*;AUTO
2296;7:28:36;;25.50;k*;AUTO
2297;7:28:51;;25.50;k*;AUTO
2298;7:29:06;;25.48;k*;AUTO
2299;7:29:21;;25.46;k*;AUTO
2300;7:29:36;;25.47;k*;AUTO
2301;7:29:51;;25.46;k*;AUTO
2302;7:30:06;;25.46;k*;AUTO
